delta_m
1199600000000
1198800000000
1198000000000
1197200000000
1196400000000
1195600000000
1194800000000
1194000000000
1193200000000
1192400000000
1191600000000
1190800000000
1190000000000
1189200000000
1188400000000
1187600000000
1186800000000
1186000000000
1185200000000
1184400000000
1183600000000
1182800000000
1182000000000
1181200000000
1180400000000
1179600000000
1178800000000
1178000000000
1177200000000
1176400000000
1175600000000
1174800000000
1174000000000
1173200000000
1172400000000
1171600000000
1170800000000
1170000000000
1169200000000
1168400000000
1167600000000
1166800000000
1166000000000
1165200000000
1164400000000
1163600000000
1162800000000
1162000000000
1161200000000
1160400000000
1159600000000
1158800000000
1158000000000
1157200000000
1156400000000
1155600000000
1154800000000
1154000000000
1153200000000
1152400000000
1151600000000
1150800000000
1150000000000
1149200000000
1148400000000
1147600000000
1146800000000
1146000000000
1145200000000
1144400000000
1143600000000
1142800000000
1142000000000
1141200000000
1140400000000
1139600000000
1138800000000
1138000000000
1137200000000
1136400000000
1135600000000
1134800000000
1134000000000
1133200000000
1132400000000
1131600000000
1130800000000
1130000000000
1129200000000
1128400000000
1127600000000
1126800000000
1126000000000
1125200000000
1124400000000
1123600000000
1122800000000
1122000000000
1121200000000
1120400000000
1119600000000
1118800000000
1118000000000
1117200000000
1116400000000
1115600000000
1114800000000
1114000000000
1113200000000
1112400000000
1111600000000
1110800000000
1110000000000
1109200000000
1108400000000
1107600000000
1106800000000
1106000000000
1105200000000
1104400000000
1103600000000
1102800000000
1102000000000
1101200000000
1100400000000
1099600000000
1098800000000
1098000000000
1097200000000
1096400000000
1095600000000
1094800000000
1094000000000
1093200000000
1092400000000
1091600000000
1090800000000
1090000000000
1089200000000
1088400000000
1087600000000
1086800000000
1086000000000
1085200000000
1084400000000
1083600000000
1082800000000
1082000000000
1081200000000
1080400000000
1079600000000
1078800000000
1078000000000
1077200000000
1076400000000
1075600000000
1074800000000
1074000000000
1073200000000
1072400000000
1071600000000
1070800000000
1070000000000
1069200000000
1068400000000
1067600000000
1066800000000
1066000000000
1065200000000
1064400000000
1063600000000
1062800000000
1062000000000
1061200000000
1060400000000
1059600000000
1058800000000
1058000000000
1057200000000
1056400000000
1055600000000
1054800000000
1054000000000
1053200000000
1052400000000
1051600000000
1050800000000
1050000000000
1049200000000
1048400000000
1047600000000
1046800000000
1046000000000
1045200000000
1044400000000
1043600000000
1042800000000
1042000000000
1041200000000
1040400000000
1039600000000
1038800000000
1038000000000
1037200000000
1036400000000
1035600000000
1034800000000
1034000000000
1033200000000
1032400000000
1031600000000
1030800000000
1030000000000
1029200000000
1028400000000
1027600000000
1026800000000
1026000000000
1025200000000
1024400000000
1023600000000
1022800000000
1022000000000
1021200000000
1020400000000
1019600000000
1018800000000
1018000000000
1017200000000
1016400000000
1015600000000
1014800000000
1014000000000
1013200000000
1012400000000
1011600000000
1010800000000
1010000000000
1009200000000
1008400000000
1007600000000
1006800000000
1006000000000
1005200000000
1004400000000
1003600000000
1002800000000
1002000000000
1001200000000
1000400000000
999600000000
998800000000
998000000000
997200000000
996400000000
995600000000
994800000000
994000000000
993200000000
992400000000
991600000000
990800000000
990000000000
989200000000
988400000000
987600000000
986800000000
986000000000
985200000000
984400000000
983600000000
982800000000
982000000000
981200000000
980400000000
979600000000
978800000000
978000000000
977200000000
976400000000
975600000000
974800000000
974000000000
973200000000
972400000000
971600000000
970800000000
970000000000
969200000000
968400000000
967600000000
966800000000
966000000000
965200000000
964400000000
963600000000
962800000000
962000000000
961200000000
960400000000
959600000000
958800000000
958000000000
957200000000
956400000000
955600000000
954800000000
954000000000
953200000000
952400000000
951600000000
950800000000
950000000000
949200000000
948400000000
947600000000
946800000000
946000000000
945200000000
944400000000
943600000000
942800000000
942000000000
941200000000
940400000000
939600000000
938800000000
938000000000
937200000000
936400000000
935600000000
934800000000
934000000000
933200000000
932400000000
931600000000
930800000000
930000000000
929200000000
928400000000
927600000000
926800000000
926000000000
925200000000
924400000000
923600000000
922800000000
922000000000
921200000000
920400000000
919600000000
918800000000
918000000000
917200000000
916400000000
915600000000
914800000000
914000000000
913200000000
912400000000
911600000000
910800000000
910000000000
909200000000
908400000000
907600000000
906800000000
906000000000
905200000000
904400000000
903600000000
902800000000
902000000000
901200000000
900400000000
899600000000
898800000000
898000000000
897200000000
896400000000
895600000000
894800000000
894000000000
893200000000
892400000000
891600000000
890800000000
890000000000
889200000000
888400000000
887600000000
886800000000
886000000000
885200000000
884400000000
883600000000
882800000000
882000000000
881200000000
880400000000
879600000000
878800000000
878000000000
877200000000
876400000000
875600000000
874800000000
874000000000
873200000000
872400000000
871600000000
870800000000
870000000000
869200000000
868400000000
867600000000
866800000000
866000000000
865200000000
864400000000
863600000000
862800000000
862000000000
861200000000
860400000000
859600000000
858800000000
858000000000
857200000000
856400000000
855600000000
854800000000
854000000000
853200000000
852400000000
851600000000
850800000000
850000000000
849200000000
848400000000
847600000000
846800000000
846000000000
845200000000
844400000000
843600000000
842800000000
842000000000
841200000000
840400000000
839600000000
838800000000
838000000000
837200000000
836400000000
835600000000
834800000000
834000000000
833200000000
832400000000
831600000000
830800000000
830000000000
829200000000
828400000000
827600000000
826800000000
826000000000
825200000000
824400000000
823600000000
822800000000
822000000000
821200000000
820400000000
819600000000
818800000000
818000000000
817200000000
816400000000
815600000000
814800000000
814000000000
813200000000
812400000000
811600000000
810800000000
810000000000
809200000000
808400000000
807600000000
806800000000
806000000000
805200000000
804400000000
803600000000
802800000000
802000000000
801200000000
800400000000
799600000000
798800000000
798000000000
797200000000
796400000000
795600000000
794800000000
794000000000
793200000000
792400000000
791600000000
790800000000
790000000000
789200000000
788400000000
787600000000
786800000000
786000000000
785200000000
784400000000
783600000000
782800000000
782000000000
781200000000
780400000000
779600000000
778800000000
778000000000
777200000000
776400000000
775600000000
774800000000
774000000000
773200000000
772400000000
771600000000
770800000000
770000000000
769200000000
768400000000
767600000000
766800000000
766000000000
765200000000
764400000000
763600000000
762800000000
762000000000
761200000000
760400000000
759600000000
758800000000
758000000000
757200000000
756400000000
755600000000
754800000000
754000000000
753200000000
752400000000
751600000000
750800000000
750000000000
749200000000
748400000000
747600000000
746800000000
746000000000
745200000000
744400000000
743600000000
742800000000
742000000000
741200000000
740400000000
739600000000
738800000000
738000000000
737200000000
736400000000
735600000000
734800000000
734000000000
733200000000
732400000000
731600000000
730800000000
730000000000
729200000000
728400000000
727600000000
726800000000
726000000000
725200000000
724400000000
723600000000
722800000000
722000000000
721200000000
720400000000
719600000000
718800000000
718000000000
717200000000
716400000000
715600000000
714800000000
714000000000
713200000000
712400000000
