delta_m
46666111111
46665000000
46663888889
46662777778
46661666667
46660555555
46659444444
46658333333
46657222222
46656111111
46655000000
46653888889
46652777778
46651666667
46650555555
46649444444
46648333333
46647222222
46646111111
46645000000
46643888889
46642777778
46641666667
46640555555
46639444444
46638333333
46637222222
46636111111
46635000000
46633888889
46632777778
46631666667
46630555555
46629444444
46628333333
46627222222
46626111111
46625000000
46623888889
46622777778
46621666667
46620555555
46619444444
46618333333
46617222222
46616111111
46615000000
46613888889
46612777778
46611666667
46610555555
46609444444
46608333333
46607222222
46606111111
46605000000
46603888889
46602777778
46601666667
46600555555
46599444444
46598333333
46597222222
46596111111
46595000000
46593888889
46592777778
46591666667
46590555555
46589444444
46588333333
46587222222
46586111111
46585000000
46583888889
46582777778
46581666667
46580555555
46579444444
46578333333
46577222222
46576111111
46575000000
46573888889
46572777778
46571666667
46570555555
46569444444
46568333333
46567222222
46566111111
46565000000
46563888889
46562777778
46561666667
46560555555
46559444444
46558333333
46557222222
46556111111
46555000000
46553888889
46552777778
46551666667
46550555555
46549444444
46548333333
46547222222
46546111111
46545000000
46543888889
46542777778
46541666667
46540555555
46539444444
46538333333
46537222222
46536111111
46535000000
46533888889
46532777778
46531666667
46530555555
46529444444
46528333333
46527222222
46526111111
46525000000
46523888889
46522777778
46521666667
46520555555
46519444444
46518333333
46517222222
46516111111
46515000000
46513888889
46512777778
46511666667
46510555555
46509444444
46508333333
46507222222
46506111111
46505000000
46503888889
46502777778
46501666667
46500555555
46499444444
46498333333
46497222222
46496111111
46495000000
46493888889
46492777778
46491666667
46490555555
46489444444
46488333333
46487222222
46486111111
46485000000
46483888889
46482777778
46481666667
46480555555
46479444444
46478333333
46477222222
46476111111
46475000000
46473888889
46472777778
46471666667
46470555555
46469444444
46468333333
46467222222
46466111111
46465000000
46463888889
46462777778
46461666667
46460555555
46459444444
46458333333
46457222222
46456111111
46455000000
46453888889
46452777778
46451666667
46450555555
46449444444
46448333333
46447222222
46446111111
46445000000
46443888889
46442777778
46441666667
46440555555
46439444444
46438333333
46437222222
46436111111
46435000000
46433888889
46432777778
46431666667
46430555555
46429444444
46428333333
46427222222
46426111111
46425000000
46423888889
46422777778
46421666667
46420555555
46419444444
46418333333
46417222222
46416111111
46415000000
46413888889
46412777778
46411666667
46410555555
46409444444
46408333333
46407222222
46406111111
46405000000
46403888889
46402777778
46401666667
46400555555
46399444444
46398333333
46397222222
46396111111
46395000000
46393888889
46392777778
46391666667
46390555555
46389444444
46388333333
46387222222
46386111111
46385000000
46383888889
46382777778
46381666667
46380555555
46379444444
46378333333
46377222222
46376111111
46375000000
46373888889
46372777778
46371666667
46370555555
46369444444
46368333333
46367222222
46366111111
46365000000
46363888889
46362777778
46361666667
46360555555
46359444444
46358333333
46357222222
46356111111
46355000000
46353888889
46352777778
46351666667
46350555555
46349444444
46348333333
46347222222
46346111111
46345000000
46343888889
46342777778
46341666667
46340555555
46339444444
46338333333
46337222222
46336111111
46335000000
46333888889
46332777778
46331666667
46330555555
46329444444
46328333333
46327222222
46326111111
46325000000
46323888889
46322777778
46321666667
46320555555
46319444444
46318333333
46317222222
46316111111
46315000000
46313888889
46312777778
46311666667
46310555555
46309444444
46308333333
46307222222
46306111111
46305000000
46303888889
46302777778
46301666667
46300555555
46299444444
46298333333
46297222222
46296111111
46295000000
46293888889
46292777778
46291666667
46290555555
46289444444
46288333333
46287222222
46286111111
46285000000
46283888889
46282777778
46281666667
46280555555
46279444444
46278333333
46277222222
46276111111
46275000000
46273888889
46272777778
46271666667
46270555555
46269444444
46268333333
46267222222
46266111111
46265000000
46263888889
46262777778
46261666667
46260555555
46259444444
46258333333
46257222222
46256111111
46255000000
46253888889
46252777778
46251666667
46250555555
46249444444
46248333333
46247222222
46246111111
46245000000
46243888889
46242777778
46241666667
46240555555
46239444444
46238333333
46237222222
46236111111
46235000000
46233888889
46232777778
46231666667
46230555555
46229444444
46228333333
46227222222
46226111111
46225000000
46223888889
46222777778
46221666667
46220555555
46219444444
46218333333
46217222222
46216111111
46215000000
46213888889
46212777778
46211666667
46210555555
46209444444
46208333333
46207222222
46206111111
46205000000
46203888889
46202777778
46201666667
46200555555
46199444444
46198333333
46197222222
46196111111
46195000000
46193888889
46192777778
46191666667
46190555555
46189444444
46188333333
46187222222
46186111111
46185000000
46183888889
46182777778
46181666667
46180555555
46179444444
46178333333
46177222222
46176111111
46175000000
46173888889
46172777778
46171666667
46170555555
46169444444
46168333333
46167222222
46166111111
46165000000
46163888889
46162777778
46161666667
46160555555
46159444444
46158333333
46157222222
46156111111
46155000000
46153888889
46152777778
46151666667
46150555555
46149444444
46148333333
46147222222
46146111111
46145000000
46143888889
46142777778
46141666667
46140555555
46139444444
46138333333
46137222222
46136111111
46135000000
46133888889
46132777778
46131666667
46130555555
46129444444
46128333333
46127222222
46126111111
46125000000
46123888889
46122777778
46121666667
46120555555
46119444444
46118333333
46117222222
46116111111
46115000000
46113888889
46112777778
46111666667
46110555555
46109444444
46108333333
46107222222
46106111111
46105000000
46103888889
46102777778
46101666667
46100555555
46099444444
46098333333
46097222222
46096111111
46095000000
46093888889
46092777778
46091666667
46090555555
46089444444
46088333333
46087222222
46086111111
46085000000
46083888889
46082777778
46081666667
46080555555
46079444444
46078333333
46077222222
46076111111
46075000000
46073888889
46072777778
46071666667
46070555555
46069444444
46068333333
46067222222
46066111111
46065000000
46063888889
46062777778
46061666667
46060555555
46059444444
46058333333
46057222222
46056111111
46055000000
46053888889
46052777778
46051666667
46050555555
46049444444
46048333333
46047222222
46046111111
46045000000
46043888889
46042777778
46041666667
46040555555
46039444444
46038333333
46037222222
46036111111
46035000000
46033888889
46032777778
46031666667
46030555555
46029444444
46028333333
46027222222
46026111111
46025000000
46023888889
46022777778
46021666667
46020555555
46019444444
46018333333
46017222222
46016111111
46015000000
46013888889
46012777778
46011666667
46010555555
46009444444
46008333333
46007222222
46006111111
46005000000
46003888889
46002777778
46001666667
46000555555
45999444444
45998333333
45997222222
45996111111
45995000000
45993888889
45992777778
45991666667
45990555555
45989444444
45988333333
45987222222
45986111111
45985000000
45983888889
45982777778
45981666667
45980555555
45979444444
45978333333
45977222222
45976111111
45975000000
45973888889
45972777778
45971666667
45970555555
45969444444
45968333333
45967222222
45966111111
45965000000
45963888889
45962777778
45961666667
45960555555
45959444444
45958333333
45957222222
45956111111
45955000000
45953888889
45952777778
45951666667
45950555555
45949444444
45948333333
45947222222
45946111111
45945000000
45943888889
45942777778
45941666667
45940555555
45939444444
45938333333
45937222222
45936111111
45935000000
45933888889
45932777778
45931666667
45930555555
45929444444
45928333333
45927222222
45926111111
45925000000
45923888889
45922777778
45921666667
45920555555
45919444444
45918333333
45917222222
45916111111
45915000000
45913888889
45912777778
45911666667
45910555555
45909444444
45908333333
45907222222
45906111111
45905000000
45903888889
45902777778
45901666667
45900555555
45899444444
45898333333
45897222222
45896111111
45895000000
45893888889
45892777778
45891666667
45890555555
45889444444
45888333333
45887222222
45886111111
45885000000
45883888889
45882777778
45881666667
45880555555
45879444444
45878333333
45877222222
45876111111
45875000000
45873888889
45872777778
45871666667
45870555555
45869444444
45868333333
45867222222
45866111111
45865000000
45863888889
45862777778
45861666667
45860555555
45859444444
45858333333
45857222222
45856111111
45855000000
45853888889
45852777778
45851666667
45850555555
45849444444
45848333333
45847222222
45846111111
45845000000
45843888889
45842777778
45841666667
45840555555
45839444444
45838333333
45837222222
45836111111
45835000000
45833888889
45832777778
45831666667
45830555555
45829444444
45828333333
45827222222
45826111111
45825000000
45823888889
45822777778
45821666667
45820555555
45819444444
45818333333
45817222222
45816111111
45815000000
45813888889
45812777778
45811666667
45810555555
45809444444
45808333333
45807222222
45806111111
45805000000
45803888889
45802777778
45801666667
45800555555
45799444444
45798333333
45797222222
45796111111
45795000000
45793888889
45792777778
45791666667
45790555555
45789444444
45788333333
45787222222
45786111111
45785000000
45783888889
45782777778
45781666667
45780555555
45779444444
45778333333
45777222222
45776111111
45775000000
45773888889
45772777778
45771666667
45770555555
45769444444
45768333333
45767222222
45766111111
45765000000
45763888889
45762777778
45761666667
45760555555
45759444444
45758333333
45757222222
45756111111
45755000000
45753888889
45752777778
45751666667
45750555555
45749444444
45748333333
45747222222
45746111111
45745000000
45743888889
45742777778
45741666667
45740555555
45739444444
45738333333
45737222222
45736111111
45735000000
45733888889
45732777778
45731666667
45730555555
45729444444
45728333333
45727222222
45726111111
45725000000
45723888889
45722777778
45721666667
45720555555
45719444444
45718333333
45717222222
45716111111
45715000000
45713888889
45712777778
45711666667
45710555555
45709444444
45708333333
45707222222
45706111111
45705000000
45703888889
45702777778
45701666667
45700555555
45699444444
45698333333
45697222222
45696111111
45695000000
45693888889
45692777778
45691666667
45690555555
45689444444
45688333333
45687222222
45686111111
45685000000
45683888889
45682777778
45681666667
45680555555
45679444444
45678333333
45677222222
45676111111
45675000000
45673888889
45672777778
45671666667
45670555555
45669444444
45668333333
45667222222
45666111111
45665000000
45663888889
45662777778
45661666667
45660555555
45659444444
45658333333
45657222222
45656111111
45655000000
45653888889
45652777778
45651666667
45650555555
45649444444
45648333333
45647222222
45646111111
45645000000
45643888889
45642777778
45641666667
45640555555
45639444444
45638333333
45637222222
45636111111
45635000000
45633888889
45632777778
45631666667
45630555555
45629444444
45628333333
45627222222
45626111111
45625000000
45623888889
45622777778
45621666667
45620555555
45619444444
45618333333
45617222222
45616111111
45615000000
45613888889
45612777778
45611666667
45610555555
45609444444
45608333333
45607222222
45606111111
45605000000
45603888889
45602777778
45601666667
45600555555
45599444444
45598333333
45597222222
45596111111
45595000000
45593888889
45592777778
45591666667
45590555555
45589444444
45588333333
45587222222
45586111111
45585000000
45583888889
45582777778
45581666667
45580555555
45579444444
45578333333
45577222222
45576111111
45575000000
45573888889
45572777778
45571666667
45570555555
45569444444
45568333333
45567222222
45566111111
45565000000
45563888889
45562777778
45561666667
45560555555
45559444444
45558333333
45557222222
45556111111
45555000000
45553888889
45552777778
45551666667
45550555555
45549444444
45548333333
45547222222
45546111111
45545000000
45543888889
45542777778
45541666667
45540555555
45539444444
45538333333
45537222222
45536111111
45535000000
45533888889
45532777778
45531666667
45530555555
45529444444
45528333333
45527222222
45526111111
45525000000
45523888889
45522777778
45521666667
45520555555
45519444444
45518333333
45517222222
45516111111
45515000000
45513888889
45512777778
45511666667
45510555555
45509444444
45508333333
45507222222
45506111111
45505000000
45503888889
45502777778
45501666667
45500555555
45499444444
45498333333
45497222222
45496111111
45495000000
45493888889
45492777778
45491666667
45490555555
45489444444
45488333333
45487222222
45486111111
45485000000
45483888889
45482777778
45481666667
45480555555
45479444444
45478333333
45477222222
45476111111
45475000000
45473888889
45472777778
45471666667
45470555555
45469444444
45468333333
45467222222
45466111111
45465000000
45463888889
45462777778
45461666667
45460555555
45459444444
45458333333
45457222222
45456111111
45455000000
45453888889
45452777778
45451666667
45450555555
45449444444
45448333333
45447222222
45446111111
45445000000
45443888889
45442777778
45441666667
45440555555
45439444444
45438333333
45437222222
45436111111
45435000000
45433888889
45432777778
45431666667
45430555555
45429444444
45428333333
45427222222
45426111111
45425000000
45423888889
45422777778
45421666667
45420555555
45419444444
45418333333
45417222222
45416111111
45415000000
45413888889
45412777778
45411666667
45410555555
45409444444
45408333333
45407222222
45406111111
45405000000
45403888889
45402777778
45401666667
45400555555
45399444444
45398333333
45397222222
45396111111
45395000000
45393888889
45392777778
45391666667
45390555555
45389444444
45388333333
45387222222
45386111111
45385000000
45383888889
45382777778
45381666667
45380555555
45379444444
45378333333
45377222222
45376111111
45375000000
45373888889
45372777778
45371666667
45370555555
45369444444
45368333333
45367222222
45366111111
45365000000
45363888889
45362777778
45361666667
45360555555
45359444444
45358333333
45357222222
45356111111
45355000000
45353888889
45352777778
45351666667
45350555555
45349444444
45348333333
45347222222
45346111111
45345000000
45343888889
45342777778
45341666667
45340555555
45339444444
45338333333
45337222222
45336111111
45335000000
45333888889
45332777778
45331666667
45330555555
45329444444
45328333333
45327222222
45326111111
45325000000
45323888889
45322777778
45321666667
45320555555
45319444444
45318333333
45317222222
45316111111
45315000000
45313888889
45312777778
45311666667
45310555555
45309444444
45308333333
45307222222
45306111111
45305000000
45303888889
45302777778
45301666667
45300555555
45299444444
45298333333
45297222222
